id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,priceClass
3317,748,476,1,24,5,89,2,85,Medium
3318,1054,714,2,25,5,79,3,153,Medium
3319,748,476,5,5,1,81,2,85,Medium
3320,578,272,5,6,2,84,1,136,Medium
3321,765,680,4,8,1,36,1,204,Medium
3322,782,374,2,23,4,36,1,187,Medium
3323,748,510,2,23,2,89,2,85,Medium
3324,663,323,17,22,1,62,1,136,Medium
3325,629,323,21,23,5,76,1,153,Medium
3326,612,340,25,29,1,77,1,85,Medium
3327,680,357,3,5,1,62,1,136,Medium
3328,748,459,1,15,1,82,2,85,Medium
3329,765,476,8,23,1,85,2,85,Medium
3330,595,340,22,25,1,73,1,153,Medium
3331,527,340,7,14,1,40,1,85,Medium
3332,850,510,15,17,1,53,2,136,Medium
3333,527,357,4,23,1,88,1,85,Medium
3334,748,476,6,13,1,81,2,102,Medium
3335,884,476,11,12,1,63,2,136,Medium
3336,646,323,4,14,1,53,1,136,Medium
3337,629,629,5,7,1,52,1,136,Medium
3338,1207,663,19,27,1,74,3,136,Medium
3339,697,357,14,22,1,52,1,136,Medium
3340,1156,1156,5,12,1,36,2,17,Medium
3341,612,612,4,23,1,36,1,17,Medium
3342,629,323,5,6,5,64,1,153,Medium
3343,697,340,2,3,4,45,1,153,Medium
3344,1513,867,10,12,5,43,3,187,Medium
3345,731,408,3,23,1,61,2,136,Medium
3346,782,510,3,10,5,77,2,136,Medium
3347,1071,612,14,24,2,93,2,119,Medium
3348,901,544,22,30,1,73,2,153,Medium
3349,612,340,14,17,5,82,1,153,Medium
3350,663,323,2,4,1,65,1,136,Medium
3351,1275,17,2,8,1,36,3,17,Medium
3352,646,340,8,30,1,58,1,136,Medium
3353,782,782,2,3,1,36,1,17,Medium
3354,629,374,2,4,5,86,2,119,Medium
3355,646,323,1,3,1,67,1,136,Medium
3356,1071,561,23,23,1,37,2,204,Medium
3357,884,510,8,13,1,60,2,136,Medium
3358,680,289,2,5,1,44,1,136,Medium
3359,578,323,3,26,5,84,1,153,Medium
3360,646,629,3,3,1,62,1,136,Medium
3361,646,323,5,13,1,52,1,119,Medium
3362,561,544,1,13,1,79,1,153,Medium
3363,578,323,10,12,5,83,1,153,Medium
3364,629,323,2,15,1,65,1,153,Medium
3365,646,289,9,18,1,68,1,170,Medium
3366,714,323,7,25,4,62,1,102,Medium
3367,629,323,3,5,1,48,1,119,Medium
3368,578,323,4,16,1,77,1,170,Medium
3369,646,323,3,11,1,74,1,153,Medium
3370,544,340,1,28,1,84,1,85,Medium
3371,731,459,8,22,1,88,2,85,Medium
3372,850,510,11,20,1,78,2,102,Medium
3373,612,357,9,13,1,80,1,102,Medium
3374,714,459,10,20,1,76,2,102,Medium
3375,561,561,2,18,1,80,1,102,Medium
3376,680,340,16,19,1,66,1,136,Medium
3377,561,323,10,14,2,87,1,119,Medium
3378,884,527,1,5,5,69,2,153,Medium
3379,612,612,3,12,1,64,1,119,Medium
3380,510,289,16,23,2,90,1,102,Medium
3381,544,323,3,4,1,74,1,102,Medium
3382,714,442,11,20,1,89,2,85,Medium
3383,731,459,9,12,1,76,2,85,Medium
3384,918,544,11,14,1,54,2,153,Medium
3385,1003,731,7,12,1,79,3,102,Medium
3386,629,306,12,14,1,79,1,153,Medium
3387,782,748,1,12,1,36,1,17,Medium
3388,578,357,14,24,2,80,2,102,Medium
3389,748,493,11,24,1,81,2,102,Medium
3390,748,476,7,26,1,79,2,102,Medium
3391,561,340,11,11,1,79,2,102,Medium
3392,629,323,6,6,1,57,1,136,Medium
3393,646,306,6,9,1,67,1,136,Medium
3394,765,493,10,19,1,86,2,85,Medium
3395,578,323,5,17,5,85,1,170,Medium
3396,629,357,4,30,5,81,2,119,Medium
3397,952,561,5,8,1,44,2,136,Medium
3398,612,238,17,28,1,43,1,153,Medium
3399,765,493,3,7,1,82,2,85,Medium
3400,646,323,4,17,1,45,1,119,Medium
3401,510,306,7,12,2,89,1,85,Medium
3402,646,306,3,3,1,65,1,136,Medium
3403,1309,782,5,9,1,54,3,170,Medium
3404,867,408,1,24,1,48,1,187,Medium
3405,646,340,19,26,1,64,1,136,Medium
3406,748,493,2,4,1,90,2,102,Medium
3407,629,323,19,27,2,91,1,136,Medium
3408,748,476,4,10,1,83,2,102,Medium
3409,1292,17,13,24,1,2049,3,17,Medium
3410,578,306,15,17,5,84,1,85,Medium
3411,782,476,3,6,5,78,2,85,Medium
3412,816,459,8,12,2,93,2,85,Medium
3413,612,612,11,14,1,36,1,17,Medium
3414,527,323,9,12,2,85,1,85,Medium
3415,714,17,6,19,1,2049,1,17,Medium
3416,510,306,1,21,2,83,1,85,Medium
3417,765,476,4,15,5,82,2,85,Medium
3418,799,459,3,8,1,78,2,85,Medium
3419,340,204,10,14,2,79,1,51,Medium
3420,816,17,5,17,1,35,1,17,Medium
3421,680,425,1,23,2,87,2,85,Medium
3422,765,391,14,30,1,84,2,85,Medium
3423,646,340,4,13,1,70,1,136,Medium
3424,629,578,2,14,5,77,1,153,Medium
3425,646,323,6,11,1,54,1,136,Medium
3426,748,476,2,3,1,72,2,102,Medium
3427,1071,17,15,21,1,35,2,17,Medium
3428,697,340,5,10,1,55,1,136,Medium
3429,629,289,4,26,1,47,1,136,Medium
3430,918,476,17,22,1,43,2,153,Medium
3431,680,391,15,18,1,77,2,102,Medium
3432,748,714,5,16,1,75,2,85,Medium
3433,544,272,1,26,1,76,1,119,Medium
3434,561,323,1,25,1,80,1,119,Medium
3435,544,306,5,16,1,81,1,102,Medium
3436,697,289,3,9,4,42,1,170,Medium
3437,697,442,17,25,1,89,2,85,Medium
3438,731,459,1,26,2,92,3,85,Medium
3439,833,578,4,6,1,79,3,85,Medium
3440,765,493,6,10,1,60,2,102,Medium
3441,731,357,8,12,1,75,1,136,Medium
3442,748,510,9,24,2,91,2,85,Medium
3443,663,323,19,22,5,79,1,153,Medium
3444,799,357,4,4,2,90,1,136,Medium
3445,595,340,4,18,1,81,1,153,Medium
3446,1003,17,16,26,1,2049,2,17,Medium
3447,629,323,5,29,1,46,1,119,Medium
3448,544,340,3,13,1,86,1,85,Medium
3449,527,340,10,28,5,85,1,85,Medium
3450,1530,1394,4,20,2,2050,2,306,Medium
3451,595,238,2,6,1,59,1,17,Medium
3452,646,340,13,13,1,65,1,170,Medium
3453,748,510,10,22,1,86,2,85,Medium
3454,731,527,21,25,1,86,2,85,Medium
3455,510,272,19,20,2,84,1,85,Medium
3456,782,357,6,22,1,38,1,187,Medium
3457,663,374,1,7,1,82,2,119,Medium
3458,697,357,9,14,1,55,1,136,Medium
3459,748,493,6,13,2,90,2,85,Medium
3460,544,289,5,6,2,83,1,85,Medium
3461,493,306,2,8,2,81,1,85,Medium
3462,1071,510,12,18,4,36,2,17,Medium
3463,697,476,2,9,2,90,2,85,Medium
3464,544,306,10,10,4,76,1,102,Medium
3465,646,306,4,25,1,65,1,136,Medium
3466,544,289,17,28,1,81,1,119,Medium
3467,782,510,15,18,5,87,2,85,Medium
3468,561,289,6,13,1,90,1,136,Medium
3469,969,493,15,24,2,44,2,170,Medium
3470,765,476,14,19,5,84,2,85,Medium
3471,663,357,12,13,1,80,2,119,Medium
3472,1258,782,3,30,1,73,3,170,Medium
3473,629,374,15,28,5,82,2,119,Medium
3474,935,629,12,14,1,86,3,85,Medium
3475,629,323,13,14,5,67,1,170,Medium
3476,850,646,4,11,1,76,3,102,Medium
3477,612,340,5,10,5,83,1,153,Medium
3478,680,374,4,23,6,43,1,17,Medium
3479,765,493,3,24,5,79,2,85,Medium
3480,544,340,18,29,1,83,1,85,Medium
3481,680,323,4,21,4,47,1,153,Medium
3482,935,629,11,17,1,88,3,85,Medium
3483,1292,884,1,5,1,68,4,136,Medium
3484,697,459,1,5,1,85,2,85,Medium
3485,918,476,5,16,1,43,2,153,Medium
3486,952,459,7,25,2,51,2,204,Medium
3487,850,493,14,17,2,94,2,119,Medium
3488,782,459,8,13,1,78,2,102,Medium
3489,1020,1020,3,7,4,36,2,17,Medium
3490,714,374,5,14,1,53,1,136,Medium
3491,646,323,15,18,5,70,1,153,Medium
3492,697,340,1,3,1,70,1,136,Medium
3493,935,629,7,7,1,87,3,85,Medium
3494,1309,1309,8,30,1,36,3,17,Medium
3495,1071,1071,14,16,1,36,2,17,Medium
3496,544,272,18,23,1,79,1,119,Medium
3497,901,493,2,3,1,49,2,187,Medium
3498,510,306,9,9,2,87,1,85,Medium
3499,935,935,6,7,6,2050,1,0,Medium
3500,510,306,11,20,2,83,1,85,Medium
3501,748,476,5,11,2,89,2,85,Medium
3502,646,374,10,12,1,82,1,102,Medium
3503,544,306,6,20,1,71,1,102,Medium
3504,680,374,22,22,5,80,2,102,Medium
3505,731,493,10,26,2,90,2,85,Medium
3506,748,459,11,25,1,77,2,102,Medium
3507,765,493,4,5,1,81,2,102,Medium
3508,799,510,23,24,1,72,2,102,Medium
3509,1054,544,1,19,1,46,2,204,Medium
3510,612,323,15,22,1,54,1,119,Medium
3511,748,459,3,3,5,86,2,85,Medium
3512,748,748,10,13,2,83,2,85,Medium
3513,935,612,5,16,1,88,3,85,Medium
3514,952,952,5,22,1,2050,2,0,Medium
3515,765,476,20,28,1,82,2,102,Medium
3516,748,510,11,22,2,90,2,85,Medium
3517,697,340,11,18,1,52,1,136,Medium
3518,629,323,18,21,1,45,1,102,Medium
3519,646,340,2,14,1,50,1,136,Medium
3520,612,357,1,3,1,76,1,136,Medium
3521,935,595,1,4,1,77,3,102,Medium
3522,646,323,6,7,1,58,1,136,Medium
3523,646,323,13,28,1,59,1,136,Medium
3524,1513,816,3,7,1,42,2,238,Medium
3525,697,340,6,27,1,58,1,136,Medium
3526,646,340,7,25,1,47,1,136,Medium
3527,646,323,1,4,5,71,1,153,Medium
3528,561,306,2,4,5,83,1,153,Medium
3529,731,459,11,15,2,85,2,85,Medium
3530,816,527,4,10,5,82,2,136,Medium
3531,646,340,3,3,1,65,1,136,Medium
3532,952,578,2,5,2,92,2,119,Medium
3533,748,476,12,23,2,80,2,85,Medium
3534,646,306,24,29,1,57,1,136,Medium
3535,527,357,29,30,5,86,1,85,Medium
3536,918,476,16,25,1,43,2,153,Medium
3537,918,510,4,14,1,39,2,153,Medium
3538,629,306,6,14,1,39,4,102,Medium
3539,629,323,16,28,1,68,1,136,Medium
3540,476,255,16,20,2,85,1,85,Medium
3541,612,357,14,27,1,76,1,102,Medium
3542,799,510,10,11,1,77,2,102,Medium
3543,697,357,4,9,1,76,1,136,Medium
3544,765,510,27,30,1,90,2,85,Medium
3545,629,17,20,22,4,36,1,17,Medium
3546,595,340,14,17,5,81,1,153,Medium
3547,510,340,15,28,2,83,1,85,Medium
3548,1513,816,18,23,2,38,2,238,Medium
3549,595,340,4,11,5,81,1,153,Medium
3550,748,459,4,8,2,84,2,85,Medium
3551,765,510,21,25,1,88,2,85,Medium
3552,748,476,10,26,5,90,2,85,Medium
3553,714,391,13,14,5,80,2,102,Medium
3554,765,476,7,9,1,85,2,85,Medium
3555,799,510,5,5,1,77,2,102,Medium
3556,714,476,2,8,2,85,2,68,Medium
3557,595,578,3,14,1,78,1,119,Medium
3558,646,323,3,3,5,72,1,170,Medium
3559,629,323,2,11,1,44,1,119,Medium
3560,544,306,18,28,1,79,1,102,Medium
3561,629,425,18,27,5,89,2,85,Medium
3562,1003,306,1,12,2,2050,1,323,Medium
3563,731,459,16,23,2,85,2,85,Medium
3564,629,323,13,18,5,77,1,153,Medium
3565,765,714,10,13,1,35,1,17,Medium
3566,748,459,1,5,2,81,2,85,Medium
3567,646,323,14,30,1,73,1,153,Medium
3568,748,476,3,22,1,81,2,102,Medium
3569,493,306,13,20,2,87,1,85,Medium
3570,544,306,5,20,1,71,1,85,Medium
3571,697,340,1,25,1,55,1,136,Medium
3572,697,357,19,21,1,57,1,136,Medium
3573,731,323,8,21,1,46,1,136,Medium
3574,527,289,8,8,2,88,1,85,Medium
3575,714,493,2,10,2,90,2,85,Medium
3576,544,289,9,16,4,46,1,119,Medium
3577,901,578,29,30,1,77,3,102,Medium
3578,510,323,14,16,2,79,1,85,Medium
3579,663,340,1,3,1,60,1,136,Medium
3580,629,306,14,18,2,74,1,136,Medium
3581,544,357,8,16,5,89,1,85,Medium
3582,765,510,11,20,1,2050,2,85,Medium
3583,748,476,1,5,1,73,2,102,Medium
3584,1071,510,1,3,1,40,2,187,Medium
3585,646,374,3,4,5,86,2,119,Medium
3586,1343,697,4,4,1,2049,3,17,Medium
3587,561,323,3,27,2,89,1,102,Medium
3588,527,306,1,5,2,85,1,85,Medium
3589,1003,731,5,7,1,80,3,102,Medium
3590,561,306,7,7,1,80,1,119,Medium
3591,697,340,23,24,1,66,1,136,Medium
3592,1241,1309,20,22,1,36,3,17,Medium
3593,646,306,12,21,1,49,1,119,Medium
3594,578,323,28,29,1,72,1,102,Medium
3595,680,374,13,17,5,82,2,102,Medium
3596,1309,765,2,6,1,38,3,170,Medium
3597,629,629,5,12,1,36,1,17,Medium
3598,697,476,2,4,2,89,2,102,Medium
3599,595,323,10,21,5,76,1,153,Medium
3600,510,306,2,11,2,81,1,85,Medium
3601,1870,1003,3,8,4,43,3,204,Medium
3602,612,323,3,5,1,74,1,102,Medium
3603,986,629,11,24,2,83,3,85,Medium
3604,765,544,16,21,1,86,2,85,Medium
3605,629,374,11,12,5,86,2,119,Medium
3606,850,510,12,21,1,39,2,170,Medium
3607,748,731,4,14,5,91,2,85,Medium
3608,833,306,5,17,6,42,1,238,Medium
3609,799,493,5,19,1,70,2,119,Medium
3610,697,357,12,27,1,57,1,136,Medium
3611,969,697,13,16,1,85,3,85,Medium
3612,782,510,20,26,1,81,2,102,Medium
3613,578,289,4,12,2,92,1,102,Medium
3614,561,272,2,8,1,76,1,119,Medium
3615,663,323,17,20,1,56,1,136,Medium
3616,731,442,3,5,5,85,2,85,Medium
3617,612,374,13,19,2,88,2,119,Medium
3618,731,476,7,17,2,85,2,85,Medium
3619,952,629,10,16,1,80,3,85,Medium
3620,731,731,21,23,1,80,2,17,Medium
3621,510,289,1,15,1,81,1,85,Medium
3622,663,391,9,29,5,85,2,102,Medium
3623,850,493,20,22,1,72,2,136,Medium
3624,1309,1309,15,16,1,2049,3,17,Medium
3625,663,340,11,17,1,56,1,170,Medium
3626,1003,714,4,6,1,72,3,102,Medium
3627,646,306,3,13,1,61,1,136,Medium
3628,1003,748,8,11,1,80,3,85,Medium
3629,816,816,9,10,1,35,1,17,Medium
3630,799,510,26,27,1,71,2,102,Medium
3631,765,459,17,23,1,75,2,102,Medium
3632,782,306,8,28,1,44,1,187,Medium
3633,527,306,2,6,2,89,1,85,Medium
3634,629,306,9,21,1,50,1,136,Medium
3635,1088,748,1,26,1,79,3,102,Medium
3636,748,476,20,25,1,81,2,102,Medium
3637,969,935,4,9,1,36,2,17,Medium
3638,629,289,21,26,1,68,1,119,Medium
3639,646,340,8,15,1,65,1,136,Medium
3640,612,323,10,12,1,72,1,136,Medium
3641,612,357,1,7,1,74,1,102,Medium
3642,646,323,13,30,1,45,1,119,Medium
3643,850,578,20,24,1,80,3,102,Medium
3644,646,323,3,3,1,61,1,136,Medium
3645,986,561,23,23,1,57,2,170,Medium
3646,646,391,2,11,1,81,2,102,Medium
3647,935,578,6,23,2,92,2,153,Medium
3648,884,510,13,16,1,72,2,136,Medium
3649,646,323,9,13,5,70,1,153,Medium
3650,901,510,16,20,1,68,2,136,Medium
3651,663,306,9,15,4,49,1,153,Medium
3652,884,510,5,23,1,45,2,153,Medium
3653,731,476,7,14,6,78,2,17,Medium
3654,867,493,5,30,1,62,2,136,Medium
3655,595,323,21,26,2,91,1,136,Medium
3656,867,867,15,17,1,2050,2,0,Medium
3657,629,306,2,23,1,48,1,119,Medium
3658,850,425,3,6,2,98,2,119,Medium
3659,1105,493,25,30,1,36,2,17,Medium
3660,697,510,22,22,5,87,2,85,Medium
3661,646,340,5,7,1,56,1,136,Medium
3662,544,272,20,30,2,85,1,136,Medium
3663,646,323,4,4,1,47,1,170,Medium
3664,561,340,1,11,2,84,2,102,Medium
3665,1088,17,12,29,1,2049,2,17,Medium
3666,714,442,12,14,2,86,2,85,Medium
3667,663,408,25,25,5,85,2,102,Medium
3668,527,340,10,14,1,83,1,85,Medium
3669,1343,1343,10,15,1,37,3,170,Medium
3670,646,340,4,10,1,68,1,136,Medium
3671,697,357,12,27,1,58,1,136,Medium
3672,1003,731,3,13,1,77,3,102,Medium
3673,595,340,2,6,5,82,1,153,Medium
3674,765,323,16,29,6,36,1,221,Medium
3675,1394,17,8,30,4,36,3,17,Medium
3676,544,306,4,24,1,78,1,102,Medium
3677,544,323,2,6,5,90,1,85,Medium
3678,748,476,5,18,1,71,2,136,Medium
3679,663,340,7,12,1,66,1,136,Medium
3680,833,476,22,25,1,83,2,102,Medium
3681,612,340,8,12,5,84,1,170,Medium
3682,799,510,15,23,1,82,2,102,Medium
3683,901,578,1,7,1,80,2,102,Medium
3684,714,442,9,29,1,85,2,85,Medium
3685,527,340,5,8,1,87,1,85,Medium
3686,1394,833,11,19,4,36,3,17,Medium
3687,697,442,18,20,1,88,2,85,Medium
3688,714,442,7,11,1,86,2,85,Medium
3689,561,289,20,28,2,88,1,119,Medium
3690,646,323,11,17,1,44,1,119,Medium
3691,527,357,4,4,5,84,1,85,Medium
3692,544,323,7,24,5,86,1,85,Medium
3693,578,323,2,21,1,69,1,170,Medium
3694,357,221,3,4,2,80,1,51,Medium
3695,595,374,7,11,5,77,1,119,Medium
3696,595,323,2,9,1,69,1,170,Medium
3697,867,493,3,4,1,61,2,136,Medium
3698,799,459,8,30,1,71,2,102,Medium
3699,731,357,6,9,1,56,1,136,Medium
3700,748,476,17,18,1,79,2,102,Medium
3701,901,510,6,25,1,66,2,136,Medium
3702,748,476,23,24,1,83,2,102,Medium
3703,782,510,14,16,1,87,2,85,Medium
3704,612,340,1,3,5,86,1,170,Medium
3705,901,561,9,17,2,92,2,119,Medium
3706,731,459,15,30,1,77,2,102,Medium
3707,646,323,1,5,1,40,1,119,Medium
3708,612,442,5,9,2,89,2,51,Medium
3709,612,323,13,20,5,82,1,153,Medium
3710,850,374,9,10,1,44,1,187,Medium
3711,697,340,2,26,1,46,1,136,Medium
3712,493,306,3,19,2,42,1,85,Medium
3713,663,340,10,13,1,63,1,170,Medium
3714,782,476,10,24,1,79,2,102,Medium
3715,765,493,8,30,1,75,2,102,Medium
3716,765,476,11,12,1,85,2,85,Medium
3717,629,323,6,10,1,56,1,153,Medium
3718,782,493,1,25,1,84,2,85,Medium
3719,612,255,23,23,1,48,1,153,Medium
3720,731,459,1,5,2,86,2,85,Medium
3721,748,476,3,8,1,70,2,85,Medium
3722,714,340,1,14,1,56,1,136,Medium
3723,527,357,1,17,5,83,1,85,Medium
3724,476,272,3,5,2,86,1,68,Medium
3725,918,612,7,8,2,88,3,85,Medium
3726,527,357,3,21,5,87,1,85,Medium
3727,544,323,5,11,5,89,1,85,Medium
3728,901,578,2,10,2,91,3,85,Medium
3729,765,476,4,13,5,78,2,85,Medium
3730,595,340,1,11,1,73,1,102,Medium
3731,918,510,11,18,1,61,2,136,Medium
3732,816,527,3,15,1,78,2,153,Medium
3733,1037,1037,10,15,1,36,2,17,Medium
3734,867,510,3,23,1,64,2,136,Medium
3735,697,340,5,6,1,60,1,136,Medium
3736,612,374,5,14,1,87,2,119,Medium
3737,544,357,26,26,5,87,1,85,Medium
3738,663,357,8,13,1,62,1,136,Medium
3739,544,306,2,22,1,80,1,102,Medium
3740,527,306,2,12,1,91,1,102,Medium
3741,1275,17,20,21,1,35,3,17,Medium
3742,578,323,7,20,1,77,1,136,Medium
3743,884,578,13,19,1,80,3,102,Medium
3744,833,578,7,10,1,81,3,85,Medium
3745,1088,663,1,6,2,74,3,119,Medium
3746,765,476,3,4,1,82,2,102,Medium
3747,646,306,11,15,2,82,1,136,Medium
3748,782,459,12,20,1,71,2,102,Medium
3749,901,510,1,17,1,61,2,136,Medium
3750,629,289,3,7,1,63,1,119,Medium
3751,867,510,14,27,1,47,2,153,Medium
3752,680,323,16,22,4,49,1,153,Medium
3753,510,221,6,10,1,80,1,119,Medium
3754,646,323,8,9,1,69,1,136,Medium
3755,918,17,1,19,1,2049,2,17,Medium
3756,1071,1071,4,11,1,36,2,17,Medium
3757,612,374,2,22,1,83,2,119,Medium
3758,544,340,6,26,1,88,1,85,Medium
3759,646,323,9,28,5,71,1,153,Medium
3760,527,289,13,15,1,82,1,85,Medium
3761,544,340,1,12,1,84,1,85,Medium
3762,918,476,12,12,1,43,2,153,Medium
3763,646,323,15,19,1,61,1,170,Medium
3764,578,340,10,10,1,77,1,102,Medium
3765,901,510,14,16,1,62,2,136,Medium
3766,901,510,1,22,1,68,2,136,Medium
3767,595,340,17,24,1,80,1,153,Medium
3768,612,340,4,9,2,91,1,136,Medium
3769,714,425,2,22,1,87,2,102,Medium
3770,765,476,18,23,1,81,2,85,Medium
3771,544,272,2,14,1,77,1,119,Medium
3772,714,425,4,7,1,84,2,85,Medium
3773,663,340,4,4,1,57,1,136,Medium
3774,646,340,17,21,1,67,1,136,Medium
3775,612,340,1,6,1,82,1,153,Medium
3776,663,391,16,19,1,81,2,102,Medium
3777,646,323,8,8,1,54,1,136,Medium
3778,1071,1071,2,26,1,2050,2,0,Medium
3779,697,442,3,30,2,87,2,85,Medium
3780,476,221,3,4,1,83,1,85,Medium
3781,697,425,10,13,2,86,2,85,Medium
3782,544,306,12,23,1,81,1,102,Medium
3783,510,306,2,16,2,90,1,85,Medium
3784,952,952,6,17,1,2049,2,17,Medium
3785,663,374,7,7,2,86,1,119,Medium
3786,833,493,6,6,2,100,2,119,Medium
3787,646,306,4,10,1,44,1,119,Medium
3788,663,289,9,9,1,42,1,136,Medium
3789,918,544,11,26,1,63,2,153,Medium
3790,697,442,13,28,1,88,2,85,Medium
3791,578,306,1,8,1,69,1,153,Medium
3792,578,357,2,6,2,71,2,85,Medium
3793,595,323,24,24,5,81,1,153,Medium
3794,544,340,11,12,5,87,1,85,Medium
3795,646,306,5,11,1,42,1,119,Medium
3796,1275,1275,3,6,1,36,3,17,Medium
3797,595,306,20,25,1,70,1,102,Medium
3798,697,357,15,30,1,46,1,136,Medium
3799,578,340,2,13,2,83,2,102,Medium
3800,1530,833,8,8,1,40,2,238,Medium
3801,646,391,17,18,5,80,2,102,Medium
3802,1462,850,1,6,1,41,3,170,Medium
3803,578,323,15,30,1,80,1,102,Medium
3804,748,476,7,10,1,72,2,85,Medium
3805,884,374,9,28,1,43,1,187,Medium
3806,765,408,21,27,2,118,2,136,Medium
3807,1071,1071,13,23,1,2049,2,17,Medium
3808,595,238,5,5,1,49,1,153,Medium
3809,714,442,3,3,1,85,2,102,Medium
3810,578,238,5,7,4,46,1,153,Medium
3811,544,340,9,17,1,85,1,85,Medium
3812,850,578,13,20,1,81,3,102,Medium
3813,629,374,3,26,5,85,2,119,Medium
3814,510,289,21,22,2,75,1,102,Medium
3815,561,323,2,11,1,82,1,102,Medium
3816,697,425,1,4,2,88,2,85,Medium
3817,697,340,13,14,1,70,1,136,Medium
3818,663,323,4,12,1,52,1,136,Medium
3819,765,765,18,28,4,33,1,17,Medium
3820,816,476,18,28,1,76,2,85,Medium
3821,697,306,10,10,4,36,1,17,Medium
3822,1003,748,1,11,1,78,3,85,Medium
3823,833,476,17,25,1,75,2,136,Medium
3824,1207,663,17,23,1,38,2,221,Medium
3825,510,289,11,25,1,84,1,102,Medium
3826,595,323,8,15,1,80,1,595,Medium
3827,765,493,1,3,1,89,2,85,Medium
3828,612,374,7,13,5,87,2,119,Medium
3829,748,493,5,10,5,86,2,102,Medium
3830,646,340,6,16,1,64,1,136,Medium
3831,629,323,16,24,1,67,1,170,Medium
3832,544,340,3,4,1,85,1,85,Medium
3833,867,493,10,21,1,63,2,136,Medium
3834,731,459,4,11,1,78,2,85,Medium
3835,765,493,11,29,1,83,2,102,Medium
3836,748,510,15,21,5,89,2,85,Medium
3837,901,544,10,12,1,61,2,153,Medium
3838,748,476,1,23,1,82,2,85,Medium
3839,782,476,2,14,1,82,2,85,Medium
3840,544,306,8,12,1,80,1,102,Medium
3841,1037,1037,25,25,1,36,2,153,Medium
3842,697,306,4,4,6,35,1,17,Medium
3843,646,323,8,8,1,50,1,136,Medium
3844,731,459,12,26,2,84,2,85,Medium
3845,646,374,4,12,5,82,2,102,Medium
3846,646,323,3,3,5,68,1,153,Medium
3847,697,340,3,9,4,61,1,136,Medium
3848,646,17,3,30,2,36,1,17,Medium
3849,629,306,9,16,1,64,1,136,Medium
3850,731,459,7,15,1,80,2,85,Medium
3851,1037,1037,13,24,1,2050,2,0,Medium
3852,782,493,22,22,1,82,2,85,Medium
3853,612,238,7,12,1,44,1,153,Medium
3854,1224,714,7,23,2,51,3,170,Medium
3855,748,476,26,27,1,76,2,102,Medium
3856,646,391,8,13,5,85,2,119,Medium
3857,561,306,3,14,5,79,1,153,Medium
3858,1292,765,3,5,1,69,3,170,Medium
3859,544,340,3,19,1,82,1,85,Medium
3860,935,612,2,30,2,92,3,85,Medium
3861,901,476,1,19,1,74,1,187,Medium
3862,1445,867,17,23,2,38,3,187,Medium
3863,527,340,13,29,1,85,1,85,Medium
3864,850,595,7,21,1,80,3,102,Medium
3865,646,323,1,20,1,56,1,136,Medium
3866,986,748,4,15,1,81,3,102,Medium
3867,595,323,12,17,1,78,1,153,Medium
3868,901,510,1,22,1,61,2,136,Medium
3869,1020,731,12,23,1,76,3,102,Medium
3870,663,408,9,10,2,87,2,85,Medium
3871,952,493,9,10,1,52,2,187,Medium
3872,544,340,2,3,5,89,1,85,Medium
3873,646,323,8,21,1,64,1,136,Medium
3874,646,323,4,4,1,63,1,136,Medium
3875,1071,1071,21,30,1,2050,2,0,Medium
3876,663,663,3,3,1,61,1,136,Medium
3877,544,340,3,8,5,86,1,85,Medium
3878,629,323,20,30,1,60,1,119,Medium
3879,1071,680,2,13,4,36,2,170,Medium
3880,884,884,15,27,1,2049,2,17,Medium
3881,612,323,3,4,2,91,1,136,Medium
3882,1649,1156,8,9,2,93,4,153,Medium
3883,714,476,19,23,2,83,2,85,Medium
3884,544,306,1,17,1,80,1,102,Medium
3885,1020,748,6,11,1,81,3,102,Medium
3886,510,289,10,21,2,91,1,102,Medium
3887,765,510,1,6,1,88,2,85,Medium
3888,680,425,1,10,2,90,2,85,Medium
3889,731,459,11,15,5,80,2,102,Medium
3890,765,493,5,16,1,74,2,102,Medium
3891,612,306,15,16,1,54,1,170,Medium
3892,680,289,4,6,1,51,1,119,Medium
3893,714,442,4,14,2,84,2,85,Medium
3894,544,255,11,16,1,73,1,102,Medium
3895,527,289,22,23,1,90,1,85,Medium
3896,646,323,13,18,1,43,1,170,Medium
3897,544,340,1,30,1,90,1,85,Medium
3898,510,374,6,6,2,88,2,85,Medium
3899,782,476,4,21,1,77,2,102,Medium
3900,646,340,3,8,1,66,1,136,Medium
3901,748,493,2,20,1,81,2,102,Medium
3902,629,306,2,5,5,51,1,136,Medium
3903,578,357,21,30,1,2050,1,0,Medium
3904,680,425,1,20,1,82,2,102,Medium
3905,629,306,14,27,1,47,1,102,Medium
3906,680,340,1,5,1,60,1,136,Medium
3907,714,442,6,24,1,92,2,102,Medium
3908,544,357,5,18,1,87,1,85,Medium
3909,646,323,12,23,1,61,1,136,Medium
3910,1343,765,6,11,1,44,3,204,Medium
3911,544,306,5,17,1,70,1,85,Medium
3912,731,459,23,28,2,85,2,85,Medium
3913,697,442,9,10,1,89,2,85,Medium
3914,646,340,19,20,1,68,1,136,Medium
3915,646,323,2,7,1,61,1,136,Medium
3916,765,493,1,3,1,83,2,85,Medium
3917,748,510,10,13,5,88,2,85,Medium
3918,663,340,3,10,1,72,1,136,Medium
